Period,Number,Result,Timestamp
20260905100052662,4,SMALL,2026-09-05 22:10:58
20260905100052663,0,SMALL,2026-09-05 22:11:27
20260905100052664,6,BIG,2026-09-05 22:12:01
20260905100052665,5,BIG,2026-09-05 22:12:30
20260905100052666,3,SMALL,2026-09-05 22:12:59
20260905100052667,2,SMALL,2026-09-05 22:13:28
20260905100052668,5,BIG,2026-09-05 22:14:02
20260905100052669,6,BIG,2026-09-05 22:14:31
20260905100052670,9,BIG,2026-09-05 22:15:00
20260905100052671,7,BIG,2026-09-05 22:15:29
20260905100052672,9,BIG,2026-09-05 22:15:58
20260905100052673,4,SMALL,2026-09-05 22:16:28
20260905100052674,9,BIG,2026-09-05 22:17:01
20260905100052675,9,BIG,2026-09-05 22:17:30
20260905100052676,3,SMALL,2026-09-05 22:18:00
20260905100052677,7,BIG,2026-09-05 22:18:29
20260905100052678,8,BIG,2026-09-05 22:18:58
20260905100052679,8,BIG,2026-09-05 22:19:31
20260905100052680,3,SMALL,2026-09-05 22:20:01
20260905100052681,6,BIG,2026-09-05 22:20:30
20260905100052682,1,SMALL,2026-09-05 22:20:59
20260905100052683,8,BIG,2026-09-05 22:21:28
20260905100052684,1,SMALL,2026-09-05 22:21:57
20260905100052685,5,BIG,2026-09-05 22:22:31
20260905100052686,5,BIG,2026-09-05 22:23:01
20260905100052687,5,BIG,2026-09-05 22:23:30
20260905100052688,8,BIG,2026-09-05 22:23:59
20260905100052689,7,BIG,2026-09-05 22:24:28
20260905100052690,2,SMALL,2026-09-05 22:24:58
20260905100052691,6,BIG,2026-09-05 22:25:31
20260905100052692,0,SMALL,2026-09-05 22:26:00
20260905100052693,8,BIG,2026-09-05 22:26:30
20260905100052694,3,SMALL,2026-09-05 22:26:59
20260905100052695,2,SMALL,2026-09-05 22:27:28
20260905100052696,7,BIG,2026-09-05 22:27:57
20260905100052697,2,SMALL,2026-09-05 22:28:30
20260905100052698,0,SMALL,2026-09-05 22:28:59
20260905100052699,7,BIG,2026-09-05 22:29:28
20260905100052700,6,BIG,2026-09-05 22:29:57
20260905100052701,4,SMALL,2026-09-05 22:30:31
20260905100052702,3,SMALL,2026-09-05 22:31:00
20260905100052703,7,BIG,2026-09-05 22:31:29
20260905100052704,0,SMALL,2026-09-05 22:31:58
20260905100052705,3,SMALL,2026-09-05 22:32:27
20260905100052706,9,BIG,2026-09-05 22:33:01
20260905100052707,6,BIG,2026-09-05 22:33:30
20260905100052708,6,BIG,2026-09-05 22:34:00
20260905100052709,4,SMALL,2026-09-05 22:34:29
20260905100052710,0,SMALL,2026-09-05 22:34:58
20260905100052711,5,BIG,2026-09-05 22:35:32
20260905100052712,3,SMALL,2026-09-05 22:36:01
20260905100052713,4,SMALL,2026-09-05 22:36:30
20260905100052714,2,SMALL,2026-09-05 22:36:59
20260905100052715,8,BIG,2026-09-05 22:37:28
20260905100052716,0,SMALL,2026-09-05 22:37:57
20260905100052717,9,BIG,2026-09-05 22:38:31
20260905100052718,1,SMALL,2026-09-05 22:39:01
20260905100052719,9,BIG,2026-09-05 22:39:30
20260905100052720,5,BIG,2026-09-05 22:39:59
20260905100052721,8,BIG,2026-09-05 22:40:28
20260905100052722,2,SMALL,2026-09-05 22:40:57
20260905100052723,0,SMALL,2026-09-05 22:41:31
20260905100052724,3,SMALL,2026-09-05 22:42:00
20260905100052725,3,SMALL,2026-09-05 22:42:29
20260905100052726,9,BIG,2026-09-05 22:42:58
20260905100052727,5,BIG,2026-09-05 22:43:27
20260905100052728,9,BIG,2026-09-05 22:44:01
20260905100052729,7,BIG,2026-09-05 22:44:30
20260905100052730,6,BIG,2026-09-05 22:44:59
20260905100052731,6,BIG,2026-09-05 22:45:29
20260905100052732,8,BIG,2026-09-05 22:45:58
20260905100052733,3,SMALL,2026-09-05 22:46:27
20260905100052734,9,BIG,2026-09-05 22:47:01
20260905100052735,8,BIG,2026-09-05 22:47:30
20260905100052736,5,BIG,2026-09-05 22:47:59
20260905100052737,5,BIG,2026-09-05 22:48:28
20260905100052738,1,SMALL,2026-09-05 22:48:57
20260905100052739,4,SMALL,2026-09-05 22:49:31
20260905100052740,7,BIG,2026-09-05 22:50:00
20260905100052741,6,BIG,2026-09-05 22:50:29
20260905100052742,9,BIG,2026-09-05 22:50:59
20260905100052743,4,SMALL,2026-09-05 22:51:32
20260905100052744,3,SMALL,2026-09-05 22:52:01
20260905100052745,4,SMALL,2026-09-05 22:52:30
20260905100052746,6,BIG,2026-09-05 22:52:59
20260905100052747,8,BIG,2026-09-05 22:53:29
20260905100052748,6,BIG,2026-09-05 22:53:57
20260905100052749,5,BIG,2026-09-05 22:54:31
20260905100052750,1,SMALL,2026-09-05 22:55:00
20260905100052751,2,SMALL,2026-09-05 22:55:29
20260905100052752,3,SMALL,2026-09-05 22:55:57
20260905100052753,8,BIG,2026-09-05 22:56:27
20260905100052754,1,SMALL,2026-09-05 22:57:01
20260905100052755,0,SMALL,2026-09-05 22:57:30
20260905100052756,2,SMALL,2026-09-05 22:57:59
20260905100052757,8,BIG,2026-09-05 22:58:28
20260905100052758,5,BIG,2026-09-05 22:58:57
20260905100052759,6,BIG,2026-09-05 22:59:31
20260905100052760,5,BIG,2026-09-05 23:00:00
20260905100052761,3,SMALL,2026-09-05 23:00:29
20260905100052762,7,BIG,2026-09-05 23:00:59
20260905100052763,7,BIG,2026-09-05 23:01:27
20260905100052764,1,SMALL,2026-09-05 23:02:00
20260905100052765,0,SMALL,2026-09-05 23:02:29
20260905100052766,0,SMALL,2026-09-05 23:02:58
20260905100052767,4,SMALL,2026-09-05 23:03:28
20260905100052768,8,BIG,2026-09-05 23:04:02
20260905100052769,6,BIG,2026-09-05 23:04:31
20260905100052770,1,SMALL,2026-09-05 23:05:00
20260905100052771,0,SMALL,2026-09-05 23:05:29
20260905100052772,2,SMALL,2026-09-05 23:05:58
20260905100052773,6,BIG,2026-09-05 23:06:28
20260905100052774,4,SMALL,2026-09-05 23:07:01
20260905100052775,7,BIG,2026-09-05 23:07:31
20260905100052776,7,BIG,2026-09-05 23:08:00
20260905100052777,9,BIG,2026-09-05 23:08:29
20260905100052778,5,BIG,2026-09-05 23:08:58
20260905100052779,4,SMALL,2026-09-05 23:09:27
20260905100052780,6,BIG,2026-09-05 23:10:01
20260905100052781,8,BIG,2026-09-05 23:10:30
20260905100052782,8,BIG,2026-09-05 23:10:59
20260905100052783,8,BIG,2026-09-05 23:11:29
20260905100052784,5,BIG,2026-09-05 23:11:58
20260905100052785,9,BIG,2026-09-05 23:12:27
20260905100052786,6,BIG,2026-09-05 23:13:01
20260905100052787,5,BIG,2026-09-05 23:13:30
20260905100052788,9,BIG,2026-09-05 23:13:59
20260905100052789,1,SMALL,2026-09-05 23:14:29
20260905100052790,6,BIG,2026-09-05 23:14:58
20260905100052791,9,BIG,2026-09-05 23:15:27
20260905100052792,8,BIG,2026-09-05 23:16:01
20260905100052793,0,SMALL,2026-09-05 23:16:30
20260905100052794,6,BIG,2026-09-05 23:16:59
20260905100052795,7,BIG,2026-09-05 23:17:28
20260905100052796,4,SMALL,2026-09-05 23:17:57
20260905100052797,6,BIG,2026-09-05 23:18:30
20260905100052798,3,SMALL,2026-09-05 23:19:00
20260905100052799,4,SMALL,2026-09-05 23:19:29
20260905100052800,4,SMALL,2026-09-05 23:19:57
20260905100052801,6,BIG,2026-09-05 23:20:31
20260905100052802,2,SMALL,2026-09-05 23:21:00
20260905100052803,6,BIG,2026-09-05 23:21:29
20260905100052804,7,BIG,2026-09-05 23:21:58
20260905100052805,1,SMALL,2026-09-05 23:22:27
20260905100052806,5,BIG,2026-09-05 23:23:01
20260905100052807,4,SMALL,2026-09-05 23:23:30
20260905100052808,8,BIG,2026-09-05 23:23:59
20260905100052809,3,SMALL,2026-09-05 23:24:28
20260905100052810,8,BIG,2026-09-05 23:24:57
20260905100052811,8,BIG,2026-09-05 23:25:31
20260905100052812,0,SMALL,2026-09-05 23:26:00
20260905100052813,0,SMALL,2026-09-05 23:26:29
20260905100052814,7,BIG,2026-09-05 23:26:58
20260905100052815,9,BIG,2026-09-05 23:27:31
20260905100052816,6,BIG,2026-09-05 23:28:00
20260905100052817,6,BIG,2026-09-05 23:28:29
20260905100052818,5,BIG,2026-09-05 23:28:58
20260905100052819,9,BIG,2026-09-05 23:29:31
20260905100052820,6,BIG,2026-09-05 23:30:01
20260905100052821,8,BIG,2026-09-05 23:30:30
20260905100052822,0,SMALL,2026-09-05 23:30:59
20260905100052823,4,SMALL,2026-09-05 23:31:28
20260905100052824,5,BIG,2026-09-05 23:32:02
20260905100052825,8,BIG,2026-09-05 23:32:31
20260905100052826,1,SMALL,2026-09-05 23:33:00
20260905100052827,9,BIG,2026-09-05 23:33:29
20260905100052828,6,BIG,2026-09-05 23:33:58
20260905100052829,8,BIG,2026-09-05 23:34:27
20260905100052830,2,SMALL,2026-09-05 23:35:01
20260905100052831,6,BIG,2026-09-05 23:35:30
20260905100052832,0,SMALL,2026-09-05 23:35:59
20260905100052833,4,SMALL,2026-09-05 23:36:28
20260905100052834,1,SMALL,2026-09-05 23:36:57
20260905100052835,1,SMALL,2026-09-05 23:37:31
20260905100052836,1,SMALL,2026-09-05 23:38:00
20260905100052837,9,BIG,2026-09-05 23:38:29
20260905100052838,1,SMALL,2026-09-05 23:38:58
20260905100052839,4,SMALL,2026-09-05 23:39:27
20260905100052840,1,SMALL,2026-09-05 23:40:02
20260905100052841,4,SMALL,2026-09-05 23:40:31
20260905100052842,6,BIG,2026-09-05 23:41:00
20260905100052843,3,SMALL,2026-09-05 23:41:29
20260905100052844,4,SMALL,2026-09-05 23:41:58
20260905100052845,9,BIG,2026-09-05 23:42:27
20260905100052846,9,BIG,2026-09-05 23:43:01
20260905100052847,4,SMALL,2026-09-05 23:43:30
20260905100052848,8,BIG,2026-09-05 23:43:59
20260905100052849,6,BIG,2026-09-05 23:44:29
20260905100052850,4,SMALL,2026-09-05 23:44:58
20260905100052851,9,BIG,2026-09-05 23:45:27
20260905100052852,2,SMALL,2026-09-05 23:46:01
20260905100052853,8,BIG,2026-09-05 23:46:30
20260905100052854,0,SMALL,2026-09-05 23:46:59
20260905100052855,0,SMALL,2026-09-05 23:47:28
20260905100052856,8,BIG,2026-09-05 23:47:57
20260905100052857,9,BIG,2026-09-05 23:48:31
20260905100052858,0,SMALL,2026-09-05 23:49:00
20260905100052859,6,BIG,2026-09-05 23:49:29
20260905100052860,1,SMALL,2026-09-05 23:49:58
20260905100052861,7,BIG,2026-09-05 23:50:27
20260905100052862,1,SMALL,2026-09-05 23:51:01
20260905100052863,3,SMALL,2026-09-05 23:51:29
20260905100052864,4,SMALL,2026-09-05 23:51:59
20260905100052865,5,BIG,2026-09-05 23:52:28
20260905100052866,1,SMALL,2026-09-05 23:53:01
20260905100052867,9,BIG,2026-09-05 23:53:30
20260905100052868,6,BIG,2026-09-05 23:53:59
20260905100052869,1,SMALL,2026-09-05 23:54:28
20260905100052870,2,SMALL,2026-09-05 23:54:58
20260905100052871,2,SMALL,2026-09-05 23:55:31
20260905100052872,3,SMALL,2026-09-05 23:56:00
20260905100052873,5,BIG,2026-09-05 23:56:29
20260905100052874,2,SMALL,2026-09-05 23:56:58
20260905100052875,9,BIG,2026-09-05 23:57:32
20260905100052876,5,BIG,2026-09-05 23:58:01
20260905100052877,3,SMALL,2026-09-05 23:58:30
20260905100052878,5,BIG,2026-09-05 23:58:59
20260905100052879,5,BIG,2026-09-05 23:59:28
20260905100052880,7,BIG,2026-09-05 23:59:57
20260906100050001,8,BIG,2026-09-06 00:00:31
20260906100050002,9,BIG,2026-09-06 00:01:00
20260906100050003,2,SMALL,2026-09-06 00:01:29
20260906100050004,0,SMALL,2026-09-06 00:01:58
20260906100050005,5,BIG,2026-09-06 00:02:29
20260906100050006,3,SMALL,2026-09-06 00:02:58
20260906100050007,1,SMALL,2026-09-06 00:03:31
20260906100050008,7,BIG,2026-09-06 00:04:00
20260906100050009,9,BIG,2026-09-06 00:04:29
20260906100050010,1,SMALL,2026-09-06 00:04:58
20260906100050011,2,SMALL,2026-09-06 00:05:27
20260906100050012,9,BIG,2026-09-06 00:06:01
20260906100050013,7,BIG,2026-09-06 00:06:30
20260906100050014,7,BIG,2026-09-06 00:06:59
20260906100050015,6,BIG,2026-09-06 00:07:27
20260906100050016,3,SMALL,2026-09-06 00:08:01
20260906100050017,3,SMALL,2026-09-06 00:08:30
20260906100050018,5,BIG,2026-09-06 00:08:59
20260906100050019,6,BIG,2026-09-06 00:09:28
20260906100050020,8,BIG,2026-09-06 00:09:57
20260906100050021,6,BIG,2026-09-06 00:10:30
20260906100050022,4,SMALL,2026-09-06 00:11:00
20260906100050023,4,SMALL,2026-09-06 00:11:29
20260906100050024,9,BIG,2026-09-06 00:11:58
20260906100050025,2,SMALL,2026-09-06 00:12:32
20260906100050026,2,SMALL,2026-09-06 00:13:01
20260906100050027,6,BIG,2026-09-06 00:13:30
20260906100050028,0,SMALL,2026-09-06 00:13:59
20260906100050029,3,SMALL,2026-09-06 00:14:28
20260906100050030,7,BIG,2026-09-06 00:15:01
20260906100050031,6,BIG,2026-09-06 00:15:30
20260906100050032,2,SMALL,2026-09-06 00:15:59
20260906100050033,5,BIG,2026-09-06 00:16:28
20260906100050034,5,BIG,2026-09-06 00:16:57
20260906100050035,6,BIG,2026-09-06 00:17:31
20260906100050036,3,SMALL,2026-09-06 00:18:00
20260906100050037,5,BIG,2026-09-06 00:18:29
20260906100050038,3,SMALL,2026-09-06 00:18:59
20260906100050039,2,SMALL,2026-09-06 00:19:28
20260906100050040,1,SMALL,2026-09-06 00:19:57
20260906100050041,8,BIG,2026-09-06 00:20:31
20260906100050042,7,BIG,2026-09-06 00:21:00
20260906100050043,9,BIG,2026-09-06 00:21:29
20260906100050044,4,SMALL,2026-09-06 00:22:00
20260906100050045,9,BIG,2026-09-06 00:22:29
20260906100050046,7,BIG,2026-09-06 00:22:58
20260906100050047,9,BIG,2026-09-06 00:23:27
20260906100050048,3,SMALL,2026-09-06 00:24:01
20260906100050049,9,BIG,2026-09-06 00:24:30
20260906100050050,5,BIG,2026-09-06 00:24:59
20260906100050051,5,BIG,2026-09-06 00:25:28
20260906100050052,2,SMALL,2026-09-06 00:25:57
20260906100050053,0,SMALL,2026-09-06 00:26:31
20260906100050054,4,SMALL,2026-09-06 00:27:00
20260906100050055,1,SMALL,2026-09-06 00:27:29
20260906100050056,2,SMALL,2026-09-06 00:27:58
20260906100050057,1,SMALL,2026-09-06 00:28:28
20260906100050058,9,BIG,2026-09-06 00:29:01
20260906100050059,4,SMALL,2026-09-06 00:29:30
20260906100050060,2,SMALL,2026-09-06 00:30:00
20260906100050061,2,SMALL,2026-09-06 00:30:29
20260906100050062,8,BIG,2026-09-06 00:30:58
20260906100050063,2,SMALL,2026-09-06 00:31:32
20260906100050064,5,BIG,2026-09-06 00:32:00
20260906100050065,8,BIG,2026-09-06 00:32:29
20260906100050066,5,BIG,2026-09-06 00:32:59
20260906100050067,3,SMALL,2026-09-06 00:33:28
20260906100050068,4,SMALL,2026-09-06 00:34:01
20260906100050069,0,SMALL,2026-09-06 00:34:30
20260906100050070,1,SMALL,2026-09-06 00:35:00
20260906100050071,5,BIG,2026-09-06 00:35:29
20260906100050072,2,SMALL,2026-09-06 00:35:58
20260906100050073,0,SMALL,2026-09-06 00:36:31
20260906100050074,5,BIG,2026-09-06 00:37:01
20260906100050075,8,BIG,2026-09-06 00:37:30
20260906100050076,1,SMALL,2026-09-06 00:37:59
20260906100050077,7,BIG,2026-09-06 00:38:28
20260906100050078,2,SMALL,2026-09-06 00:38:57
20260906100050079,0,SMALL,2026-09-06 00:39:30
20260906100050080,4,SMALL,2026-09-06 00:39:59
20260906100050081,0,SMALL,2026-09-06 00:40:28
20260906100050082,7,BIG,2026-09-06 00:40:57
20260906100050083,4,SMALL,2026-09-06 00:41:31
20260906100050084,7,BIG,2026-09-06 00:42:01
20260906100050085,9,BIG,2026-09-06 00:42:30
20260906100050086,0,SMALL,2026-09-06 00:43:00
20260906100050087,5,BIG,2026-09-06 00:43:30
20260906100050088,0,SMALL,2026-09-06 00:43:59
20260906100050089,3,SMALL,2026-09-06 00:44:28
20260906100050090,7,BIG,2026-09-06 00:44:57
20260906100050091,0,SMALL,2026-09-06 00:45:31
20260906100050092,2,SMALL,2026-09-06 00:46:00
20260906100050093,2,SMALL,2026-09-06 00:46:29
20260906100050094,5,BIG,2026-09-06 00:46:58
20260906100050095,4,SMALL,2026-09-06 00:47:28
20260906100050096,6,BIG,2026-09-06 00:48:02
20260906100050097,8,BIG,2026-09-06 00:48:31
20260906100050098,0,SMALL,2026-09-06 00:49:00
20260906100050099,8,BIG,2026-09-06 00:49:29
20260906100050100,8,BIG,2026-09-06 00:49:58
20260906100050101,8,BIG,2026-09-06 00:50:28
20260906100050102,9,BIG,2026-09-06 00:51:01
20260906100050103,2,SMALL,2026-09-06 00:51:30
20260906100050104,8,BIG,2026-09-06 00:51:59
20260906100050105,2,SMALL,2026-09-06 00:52:28
20260906100050106,3,SMALL,2026-09-06 00:52:58
20260906100050107,9,BIG,2026-09-06 00:53:31
20260906100050108,4,SMALL,2026-09-06 00:54:01
20260906100050109,7,BIG,2026-09-06 00:54:30
20260906100050110,0,SMALL,2026-09-06 00:54:59
20260906100050111,0,SMALL,2026-09-06 00:55:28
20260906100050112,1,SMALL,2026-09-06 00:56:02
20260906100050113,2,SMALL,2026-09-06 00:56:31
20260906100050114,6,BIG,2026-09-06 00:57:00
20260906100050115,6,BIG,2026-09-06 00:57:29
20260906100050116,4,SMALL,2026-09-06 00:57:58
20260906100050117,2,SMALL,2026-09-06 00:58:27
20260906100050118,2,SMALL,2026-09-06 00:59:01
20260906100050119,4,SMALL,2026-09-06 00:59:30
20260906100050120,6,BIG,2026-09-06 00:59:59
20260906100050121,5,BIG,2026-09-06 01:00:28
20260906100050122,4,SMALL,2026-09-06 01:00:58
20260906100050123,5,BIG,2026-09-06 01:01:31
20260906100050124,9,BIG,2026-09-06 01:02:00
20260906100050125,8,BIG,2026-09-06 01:02:30
20260906100050126,7,BIG,2026-09-06 01:02:59
20260906100050127,9,BIG,2026-09-06 01:03:28
20260906100050128,6,BIG,2026-09-06 01:04:02
20260906100050129,0,SMALL,2026-09-06 01:04:30
20260906100050130,4,SMALL,2026-09-06 01:04:59
20260906100050131,3,SMALL,2026-09-06 01:05:28
20260906100050132,6,BIG,2026-09-06 01:05:57
20260906100050133,2,SMALL,2026-09-06 01:06:31
20260906100050134,4,SMALL,2026-09-06 01:07:00
20260906100050135,8,BIG,2026-09-06 01:07:29
20260906100050136,9,BIG,2026-09-06 01:07:57
20260906100050137,7,BIG,2026-09-06 01:08:31
20260906100050138,9,BIG,2026-09-06 01:09:00
20260906100050139,9,BIG,2026-09-06 01:09:29
20260906100050140,5,BIG,2026-09-06 01:09:59
20260906100050141,6,BIG,2026-09-06 01:10:28
20260906100050142,1,SMALL,2026-09-06 01:11:01
20260906100050143,0,SMALL,2026-09-06 01:11:31
20260906100050144,0,SMALL,2026-09-06 01:11:59
20260906100050145,3,SMALL,2026-09-06 01:12:29
20260906100050146,6,BIG,2026-09-06 01:12:58
20260906100050147,2,SMALL,2026-09-06 01:13:28
20260906100050148,8,BIG,2026-09-06 01:14:01
20260906100050149,2,SMALL,2026-09-06 01:14:31
20260906100050150,2,SMALL,2026-09-06 01:15:00
20260906100050151,4,SMALL,2026-09-06 01:15:29
20260906100050152,1,SMALL,2026-09-06 01:15:58
20260906100050153,1,SMALL,2026-09-06 01:16:32
20260906100050154,0,SMALL,2026-09-06 01:17:00
20260906100050155,0,SMALL,2026-09-06 01:17:29
20260906100050156,3,SMALL,2026-09-06 01:17:58
20260906100050157,7,BIG,2026-09-06 01:18:27
20260906100050158,6,BIG,2026-09-06 01:19:01
20260906100050159,4,SMALL,2026-09-06 01:19:30
20260906100050160,5,BIG,2026-09-06 01:19:59
20260906100050161,2,SMALL,2026-09-06 01:20:28
20260906100050162,5,BIG,2026-09-06 01:20:58
20260906100050163,8,BIG,2026-09-06 01:21:31
20260906100050164,4,SMALL,2026-09-06 01:22:01
20260906100050165,7,BIG,2026-09-06 01:22:30
20260906100050166,5,BIG,2026-09-06 01:22:59
20260906100050167,5,BIG,2026-09-06 01:23:28
20260906100050168,7,BIG,2026-09-06 01:24:01
20260906100050169,7,BIG,2026-09-06 01:24:30
20260906100050170,8,BIG,2026-09-06 01:25:00
20260906100050171,2,SMALL,2026-09-06 01:25:29
20260906100050172,8,BIG,2026-09-06 01:25:59
20260906100050173,5,BIG,2026-09-06 01:26:28
20260906100050174,0,SMALL,2026-09-06 01:27:02
20260906100050175,3,SMALL,2026-09-06 01:27:31
20260906100050176,7,BIG,2026-09-06 01:28:00
20260906100050177,4,SMALL,2026-09-06 01:28:29
20260906100050178,7,BIG,2026-09-06 01:28:58
20260906100050179,4,SMALL,2026-09-06 01:29:27
20260906100050180,7,BIG,2026-09-06 01:30:01
20260906100050181,4,SMALL,2026-09-06 01:30:30
20260906100050182,3,SMALL,2026-09-06 01:30:59
20260906100050183,7,BIG,2026-09-06 01:31:29
20260906100050184,9,BIG,2026-09-06 01:31:58
20260906100050185,7,BIG,2026-09-06 01:32:27
20260906100050186,5,BIG,2026-09-06 01:33:01
20260906100050187,2,SMALL,2026-09-06 01:33:30
20260906100050188,9,BIG,2026-09-06 01:34:00
20260906100050189,8,BIG,2026-09-06 01:34:30
20260906100050190,5,BIG,2026-09-06 01:34:59
20260906100050191,0,SMALL,2026-09-06 01:35:28
20260906100050192,2,SMALL,2026-09-06 01:36:01
20260906100050193,4,SMALL,2026-09-06 01:36:31
20260906100050194,5,BIG,2026-09-06 01:37:00
20260906100050195,7,BIG,2026-09-06 01:37:28
20260906100050196,8,BIG,2026-09-06 01:37:58
20260906100050197,3,SMALL,2026-09-06 01:38:31
20260906100050198,4,SMALL,2026-09-06 01:39:00
20260906100050199,3,SMALL,2026-09-06 01:39:29
20260906100050200,3,SMALL,2026-09-06 01:39:58
20260906100050201,1,SMALL,2026-09-06 01:40:27
20260906100050202,7,BIG,2026-09-06 01:41:01
20260906100050203,2,SMALL,2026-09-06 01:41:31
20260906100050204,9,BIG,2026-09-06 01:42:00
20260906100050205,6,BIG,2026-09-06 01:42:29
20260906100050206,4,SMALL,2026-09-06 01:42:58
20260906100050207,6,BIG,2026-09-06 01:43:27
20260906100050208,7,BIG,2026-09-06 01:44:01
20260906100050209,8,BIG,2026-09-06 01:44:31
20260906100050210,9,BIG,2026-09-06 01:45:00
20260906100050211,7,BIG,2026-09-06 01:45:29
20260906100050212,5,BIG,2026-09-06 01:45:58
20260906100050213,7,BIG,2026-09-06 01:46:28
20260906100050214,4,SMALL,2026-09-06 01:47:01
20260906100050215,4,SMALL,2026-09-06 01:47:31
20260906100050216,3,SMALL,2026-09-06 01:48:00
20260906100050217,5,BIG,2026-09-06 01:48:29
20260906100050218,4,SMALL,2026-09-06 01:48:58
20260906100050219,6,BIG,2026-09-06 01:49:28
20260906100050220,3,SMALL,2026-09-06 01:50:01
20260906100050221,0,SMALL,2026-09-06 01:50:31
20260906100050222,3,SMALL,2026-09-06 01:50:59
20260906100050223,2,SMALL,2026-09-06 01:51:28
20260906100050224,2,SMALL,2026-09-06 01:51:57
20260906100050225,7,BIG,2026-09-06 01:52:31
20260906100050226,7,BIG,2026-09-06 01:53:00
20260906100050227,5,BIG,2026-09-06 01:53:29
20260906100050228,5,BIG,2026-09-06 01:53:58
20260906100050229,8,BIG,2026-09-06 01:54:27
20260906100050230,3,SMALL,2026-09-06 01:55:01
20260906100050231,1,SMALL,2026-09-06 01:55:31
20260906100050232,2,SMALL,2026-09-06 01:56:00
20260906100050233,9,BIG,2026-09-06 01:56:29
20260906100050234,5,BIG,2026-09-06 01:56:58
20260906100050235,1,SMALL,2026-09-06 01:57:28
20260906100050236,5,BIG,2026-09-06 01:57:57
20260906100050237,5,BIG,2026-09-06 01:58:31
20260906100050238,3,SMALL,2026-09-06 01:59:00
20260906100050239,7,BIG,2026-09-06 01:59:29
20260906100050240,9,BIG,2026-09-06 01:59:58
20260906100050241,6,BIG,2026-09-06 02:00:28
20260906100050242,7,BIG,2026-09-06 02:01:02
20260906100050243,8,BIG,2026-09-06 02:01:30
20260906100050244,9,BIG,2026-09-06 02:01:59
20260906100050245,1,SMALL,2026-09-06 02:02:28
20260906100050246,6,BIG,2026-09-06 02:02:57
20260906100050247,0,SMALL,2026-09-06 02:03:32
20260906100050248,1,SMALL,2026-09-06 02:04:01
20260906100050249,8,BIG,2026-09-06 02:04:30
20260906100050250,7,BIG,2026-09-06 02:04:59
20260906100050251,6,BIG,2026-09-06 02:05:28
20260906100050252,2,SMALL,2026-09-06 02:05:58
20260906100050253,4,SMALL,2026-09-06 02:06:32
20260906100050254,7,BIG,2026-09-06 02:07:01
20260906100050255,3,SMALL,2026-09-06 02:07:30
20260906100050256,6,BIG,2026-09-06 02:07:59
20260906100050257,7,BIG,2026-09-06 02:08:29
20260906100050258,1,SMALL,2026-09-06 02:09:02
20260906100050259,2,SMALL,2026-09-06 02:09:31
20260906100050260,8,BIG,2026-09-06 02:10:00
20260906100050261,3,SMALL,2026-09-06 02:10:29
20260906100050262,2,SMALL,2026-09-06 02:10:58
20260906100050263,8,BIG,2026-09-06 02:11:27
20260906100050264,4,SMALL,2026-09-06 02:12:01
20260906100050265,3,SMALL,2026-09-06 02:12:31
20260906100050266,5,BIG,2026-09-06 02:13:00
20260906100050267,3,SMALL,2026-09-06 02:13:29
20260906100050268,4,SMALL,2026-09-06 02:13:58
20260906100050269,6,BIG,2026-09-06 02:14:27
20260906100050270,9,BIG,2026-09-06 02:15:01
20260906100050271,9,BIG,2026-09-06 02:15:30
20260906100050272,9,BIG,2026-09-06 02:15:59
20260906100050273,1,SMALL,2026-09-06 02:16:29
20260906100050274,0,SMALL,2026-09-06 02:16:58
20260906100050275,9,BIG,2026-09-06 02:17:27
20260906100050276,4,SMALL,2026-09-06 02:18:01
20260906100050277,8,BIG,2026-09-06 02:18:30
20260906100050278,2,SMALL,2026-09-06 02:18:59
20260906100050279,9,BIG,2026-09-06 02:19:28
20260906100050280,1,SMALL,2026-09-06 02:20:01
20260906100050281,9,BIG,2026-09-06 02:20:31
20260906100050282,0,SMALL,2026-09-06 02:21:01
20260906100050283,7,BIG,2026-09-06 02:21:30
20260906100050284,1,SMALL,2026-09-06 02:21:59
20260906100050285,6,BIG,2026-09-06 02:22:28
20260906100050286,8,BIG,2026-09-06 02:22:57
20260906100050287,9,BIG,2026-09-06 02:23:31
20260906100050288,4,SMALL,2026-09-06 02:24:00
20260906100050289,5,BIG,2026-09-06 02:24:30
20260906100050290,4,SMALL,2026-09-06 02:24:59
20260906100050291,4,SMALL,2026-09-06 02:25:28
20260906100050292,6,BIG,2026-09-06 02:25:58
20260906100050293,0,SMALL,2026-09-06 02:26:27
20260906100050294,5,BIG,2026-09-06 02:27:01
20260906100050295,9,BIG,2026-09-06 02:27:30
20260906100050296,8,BIG,2026-09-06 02:27:59
20260906100050297,4,SMALL,2026-09-06 02:28:29
20260906100050298,0,SMALL,2026-09-06 02:28:58
20260906100050299,9,BIG,2026-09-06 02:29:32
20260906100050300,2,SMALL,2026-09-06 02:30:01
20260906100050301,5,BIG,2026-09-06 02:30:30
20260906100050302,4,SMALL,2026-09-06 02:30:59
20260906100050303,5,BIG,2026-09-06 02:31:28
20260906100050304,1,SMALL,2026-09-06 02:31:57
20260906100050305,6,BIG,2026-09-06 02:32:32
20260906100050306,8,BIG,2026-09-06 02:33:01
20260906100050307,3,SMALL,2026-09-06 02:33:31
20260906100050308,8,BIG,2026-09-06 02:34:01
20260906100050309,0,SMALL,2026-09-06 02:34:30
